group,subgroup,species,min_depth,max_depth,location,longitude,latitude,survey_min,survey_max,season,ref_id
crustacea,malacostraca,Macropipus tuberculatus,91,680,malta,14.8,35.9,0,687,spr/sum,3
crustacea,malacostraca,Parapenaeus longirostris,91,687,malta,14.8,35.9,0,687,spr/sum,3
crustacea,malacostraca,Penaeus kerathurus,109,131,malta,14.8,35.9,0,687,spr/sum,3
crustacea,malacostraca,Solenocera membranacea,449,455,malta,14.8,35.9,0,687,spr/sum,3
crustacea,malacostraca,Alpheus glaber,109,109,malta,14.8,35.9,0,687,spr/sum,3
crustacea,malacostraca,Bathynectes maravigna,542,680,malta,14.8,35.9,0,687,spr/sum,3
crustacea,malacostraca,Calappa granulata,78,128,malta,14.8,35.9,0,687,spr/sum,3
crustacea,malacostraca,Calcinus tubularis,440,440,malta,14.8,35.9,0,687,spr/sum,3
crustacea,malacostraca,Dardanus calidus,79,79,malta,14.8,35.9,0,687,spr/sum,3
crustacea,malacostraca,Galathea intermedia,77,84,malta,14.8,35.9,0,687,spr/sum,3
crustacea,malacostraca,Geryon longipes,547,687,malta,14.8,35.9,0,687,spr/sum,3
crustacea,malacostraca,Goneplax rhomboides,79,455,malta,14.8,35.9,0,687,spr/sum,3
crustacea,malacostraca,Homola barbata,91,133,malta,14.8,35.9,0,687,spr/sum,3
crustacea,malacostraca,Inachus thoracicus,73,455,malta,14.8,35.9,0,687,spr/sum,3
crustacea,malacostraca,Latreillia elegans,113,143,malta,14.8,35.9,0,687,spr/sum,3
crustacea,malacostraca,Liocarcinus corrugatus,674,674,malta,14.8,35.9,0,687,spr/sum,3
crustacea,malacostraca,Liocarnicus depurator,449,449,malta,14.8,35.9,0,687,spr/sum,3
crustacea,malacostraca,Macropodia longipes,134,361,malta,14.8,35.9,0,687,spr/sum,3
crustacea,malacostraca,Medorippe lanata,113,113,malta,14.8,35.9,0,687,spr/sum,3
crustacea,malacostraca,Munida intermedia,361,449,malta,14.8,35.9,0,687,spr/sum,3
crustacea,malacostraca,Nephrops norvegicus,221,680,malta,14.8,35.9,0,687,spr/sum,3
crustacea,malacostraca,Pagurus alatus,75,542,malta,14.8,35.9,0,687,spr/sum,3
crustacea,malacostraca,Pagurus carneus,75,521,malta,14.8,35.9,0,687,spr/sum,3
crustacea,malacostraca,Paromola cuvieri,594,594,malta,14.8,35.9,0,687,spr/sum,3
crustacea,malacostraca,Pisa armata,73,81,malta,14.8,35.9,0,687,spr/sum,3
crustacea,malacostraca,Polycheles typhlops,374,687,malta,14.8,35.9,0,687,spr/sum,3
crustacea,malacostraca,Spinolambrus macrochelos,343,361,malta,14.8,35.9,0,687,spr/sum,3
crustacea,isopoda,Cymodoce truncata,75,446,malta,14.8,35.9,0,687,spr/sum,3
chordata,tunicata,Ascidia mentula,76,147,malta,14.8,35.9,0,687,spr/sum,3
chordata,tunicata,Ascidiella aspersa,133,133,malta,14.8,35.9,0,687,spr/sum,3
chordata,tunicata,Ascidiella scabra,76,134,malta,14.8,35.9,0,687,spr/sum,3
chordata,tunicata,Diazona violacea,113,113,malta,14.8,35.9,0,687,spr/sum,3
chordata,tunicata,Polycarpa pomaria,125,125,malta,14.8,35.9,0,687,spr/sum,3
chordata,osteichthyes,Lepadogaster lepadogaster,442,442,malta,14.8,35.9,0,687,spr/sum,3
chordata,osteichthyes,Muraena helena,81,81,malta,14.8,35.9,0,687,spr/sum,3
chordata,osteichthyes,Synchiropus phaeton,440,440,malta,14.8,35.9,0,687,spr/sum,3
chordata,osteichthyes,Synodus saurus,84,411,malta,14.8,35.9,0,687,spr/sum,3
chordata,osteichthyes,Trigloporus lastoviza,75,113,malta,14.8,35.9,0,687,spr/sum,3
chordata,osteichthyes,Anthias anthias,125,144,malta,14.8,35.9,0,687,spr/sum,3
chordata,osteichthyes,Apogon imberbis,91,91,malta,14.8,35.9,0,687,spr/sum,3
chordata,osteichthyes,Argentina sphyraena,91,455,malta,14.8,35.9,0,687,spr/sum,3
chordata,osteichthyes,Arnoglossus imperialis,102,102,malta,14.8,35.9,0,687,spr/sum,3
chordata,osteichthyes,Arnoglossus laterna,78,137,malta,14.8,35.9,0,687,spr/sum,3
chordata,osteichthyes,Arnoglossus rueppelii,76,431,malta,14.8,35.9,0,687,spr/sum,3
chordata,osteichthyes,Arnoglossus thori,73,81,malta,14.8,35.9,0,687,spr/sum,3
chordata,osteichthyes,Bathypterois dubius,612,674,malta,14.8,35.9,0,687,spr/sum,3
chordata,osteichthyes,Benthocometes robustus,455,455,malta,14.8,35.9,0,687,spr/sum,3
chordata,osteichthyes,Blennius ocellaris,78,132,malta,14.8,35.9,0,687,spr/sum,3
chordata,osteichthyes,Boops boops,76,190,malta,14.8,35.9,0,687,spr/sum,3
chordata,osteichthyes,Callanthias ruber,144,144,malta,14.8,35.9,0,687,spr/sum,3
chordata,osteichthyes,Capros aper,91,639,malta,14.8,35.9,0,687,spr/sum,3
chordata,osteichthyes,Cepola macrophthalma,102,181,malta,14.8,35.9,0,687,spr/sum,3
chordata,osteichthyes,Chelidonichthys cuculus,73,181,malta,14.8,35.9,0,687,spr/sum,3
chordata,osteichthyes,Chelidonichthys lucerna,130,130,malta,14.8,35.9,0,687,spr/sum,3
chordata,osteichthyes,Chlorophthalmus agassizi,130,639,malta,14.8,35.9,0,687,spr/sum,3
chordata,osteichthyes,Citharus linguatula,76,361,malta,14.8,35.9,0,687,spr/sum,3
chordata,osteichthyes,Conger conger,125,678,malta,14.8,35.9,0,687,spr/sum,3
chordata,osteichthyes,Coris julis,81,81,malta,14.8,35.9,0,687,spr/sum,3
chordata,osteichthyes,Dactylopterus volitans,73,73,malta,14.8,35.9,0,687,spr/sum,3
chordata,osteichthyes,Deltentosteus quadrimaculatus,102,104,malta,14.8,35.9,0,687,spr/sum,3
chordata,osteichthyes,Echelus myrus,91,599,malta,14.8,35.9,0,687,spr/sum,3
chordata,osteichthyes,Epigonus denticulatus,449,547,malta,14.8,35.9,0,687,spr/sum,3
chordata,osteichthyes,Eutrigla gurnardus,109,190,malta,14.8,35.9,0,687,spr/sum,3
chordata,osteichthyes,Gaidropsarus mediterraneus,542,612,malta,14.8,35.9,0,687,spr/sum,3
chordata,osteichthyes,Glossanodon leioglossus,102,475,malta,14.8,35.9,0,687,spr/sum,3
chordata,osteichthyes,Gnathophis mystax,144,599,malta,14.8,35.9,0,687,spr/sum,3
chordata,osteichthyes,Helicolenus dactylopterus,91,687,malta,14.8,35.9,0,687,spr/sum,3
chordata,osteichthyes,Lepidorhombus boscii,143,678,malta,14.8,35.9,0,687,spr/sum,3
chordata,osteichthyes,Lepidorhombus whiffiagonis,171,620,malta,14.8,35.9,0,687,spr/sum,3
chordata,osteichthyes,Lepidotrigla cavillone,76,190,malta,14.8,35.9,0,687,spr/sum,3
chordata,osteichthyes,Lepidotrigla dieuzeidei,76,272,malta,14.8,35.9,0,687,spr/sum,3
chordata,osteichthyes,Lesueurigobius suerii,91,113,malta,14.8,35.9,0,687,spr/sum,3
chordata,osteichthyes,Lophius budegassa,81,621,malta,14.8,35.9,0,687,spr/sum,3
chordata,osteichthyes,Lophius piscatorius,79,620,malta,14.8,35.9,0,687,spr/sum,3
chordata,osteichthyes,Macroramphosus scolopax,91,617,malta,14.8,35.9,0,687,spr/sum,3
chordata,osteichthyes,Merluccius merluccius,78,680,malta,14.8,35.9,0,687,spr/sum,3
chordata,osteichthyes,Microchirus variegatus,73,73,malta,14.8,35.9,0,687,spr/sum,3
chordata,osteichthyes,Molva dypterygia,242,678,malta,14.8,35.9,0,687,spr/sum,3
chordata,osteichthyes,Mullus barbatus,76,599,malta,14.8,35.9,0,687,spr/sum,3
chordata,osteichthyes,Mullus surmuletus,73,639,malta,14.8,35.9,0,687,spr/sum,3
chordata,osteichthyes,Nettastoma melanurum,521,678,malta,14.8,35.9,0,687,spr/sum,3
chordata,osteichthyes,Peristedion cataphractum,125,620,malta,14.8,35.9,0,687,spr/sum,3
chordata,osteichthyes,Sardinella aurita,76,79,malta,14.8,35.9,0,687,spr/sum,3
chordata,osteichthyes,Scorpaena elongata,76,446,malta,14.8,35.9,0,687,spr/sum,3
chordata,osteichthyes,Scorpaena notata,79,79,malta,14.8,35.9,0,687,spr/sum,3
chordata,osteichthyes,Scorpaena porcus,75,81,malta,14.8,35.9,0,687,spr/sum,3
chordata,osteichthyes,Scorpaena scrofa,128,455,malta,14.8,35.9,0,687,spr/sum,3
chordata,osteichthyes,Serranus cabrilla,73,144,malta,14.8,35.9,0,687,spr/sum,3
chordata,osteichthyes,Serranus hepatus,73,171,malta,14.8,35.9,0,687,spr/sum,3
chordata,osteichthyes,Sphoeroides pachygaster,76,113,malta,14.8,35.9,0,687,spr/sum,3
chordata,osteichthyes,Symphurus nigrescens,91,617,malta,14.8,35.9,0,687,spr/sum,3
chordata,osteichthyes,Trachinus draco,73,78,malta,14.8,35.9,0,687,spr/sum,3
chordata,osteichthyes,Trigla lyra,113,455,malta,14.8,35.9,0,687,spr/sum,3
chordata,osteichthyes,Uranoscopus scaber,76,125,malta,14.8,35.9,0,687,spr/sum,3
chordata,chondrichthyes,Centrophorus granulosus,440,621,malta,14.8,35.9,0,687,spr/sum,3
chordata,chondrichthyes,Dalatias licha,615,628,malta,14.8,35.9,0,687,spr/sum,3
chordata,chondrichthyes,Dasyatis centroura,131,131,malta,14.8,35.9,0,687,spr/sum,3
chordata,chondrichthyes,Dasyatis pastinaca,73,131,malta,14.8,35.9,0,687,spr/sum,3
chordata,chondrichthyes,Dipturus oxyrinchus,173,639,malta,14.8,35.9,0,687,spr/sum,3
chordata,chondrichthyes,Etmopterus spinax,411,687,malta,14.8,35.9,0,687,spr/sum,3
chordata,chondrichthyes,Galeus melastomus,304,687,malta,14.8,35.9,0,687,spr/sum,3
chordata,chondrichthyes,Heptranchias perlo,411,680,malta,14.8,35.9,0,687,spr/sum,3
chordata,chondrichthyes,Leucoraja circularis,221,687,malta,14.8,35.9,0,687,spr/sum,3
chordata,chondrichthyes,Leucoraja fullonica,272,272,malta,14.8,35.9,0,687,spr/sum,3
chordata,chondrichthyes,Leucoraja melitensis,171,568,malta,14.8,35.9,0,687,spr/sum,3
chordata,chondrichthyes,Mustelus asterias,109,274,malta,14.8,35.9,0,687,spr/sum,3
chordata,chondrichthyes,Mustelus mustelus,102,568,malta,14.8,35.9,0,687,spr/sum,3
chordata,chondrichthyes,Mustelus punctulatus,110,137,malta,14.8,35.9,0,687,spr/sum,3
chordata,chondrichthyes,Oxynotus centrina,125,628,malta,14.8,35.9,0,687,spr/sum,3
chordata,chondrichthyes,Raja clavata,84,615,malta,14.8,35.9,0,687,spr/sum,3
chordata,chondrichthyes,Raja miraletus,84,304,malta,14.8,35.9,0,687,spr/sum,3
chordata,chondrichthyes,Raja montagui,272,542,malta,14.8,35.9,0,687,spr/sum,3
chordata,chondrichthyes,Raja radula,78,78,malta,14.8,35.9,0,687,spr/sum,3
chordata,chondrichthyes,Scyliorhinus canicula,73,568,malta,14.8,35.9,0,687,spr/sum,3
chordata,chondrichthyes,Squalus blainville,104,568,malta,14.8,35.9,0,687,spr/sum,3
chordata,chondrichthyes,Squalus uyato,521,521,malta,14.8,35.9,0,687,spr/sum,3
chordata,chondrichthyes,Torpedo marmorata,79,304,malta,14.8,35.9,0,687,spr/sum,3
chordata,chondrichthyes,Chimera monstrosa,431,687,malta,14.8,35.9,0,687,spr/sum,3
chordata,chondrichthyes,Squalus blainville,77,659,E ionian,20.9,38.4,28,735,spr/sum,4
chordata,chondrichthyes,Raja clavata,36,659,E ionian,20.9,38.4,28,735,spr/sum,4
chordata,osteichthyes,Pagellus bogaraveo,42,655,E ionian,20.9,38.4,28,735,spr/sum,4
chordata,osteichthyes,Helicolenus dactylopterus,98,692,E ionian,20.9,38.4,28,735,spr/sum,4
chordata,osteichthyes,Merluccius merluccius,30,735,E ionian,20.9,38.4,28,735,spr/sum,4
chordata,osteichthyes,Lepidorhombus boscii,100,659,E ionian,20.9,38.4,28,735,spr/sum,4
chordata,osteichthyes,Spicara smaris,28,337,E ionian,20.9,38.4,28,735,spr/sum,4
crustacea,malacostraca,Nephrops norvegicus,66,647,E ionian,20.9,38.4,28,735,spr/sum,4
crustacea,malacostraca,Plesionika heterocarpus,97,655,E ionian,20.9,38.4,28,735,spr/sum,4
crustacea,malacostraca,Liocarnicus depurator,36,586,E ionian,20.9,38.4,28,735,spr/sum,4
crustacea,malacostraca,Acanthephyra eximia,424,807,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Acanthephyra pelagica,360,823,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Aegaeon cataphractus,34,798,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Aegaeon lacazei,27,786,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Alpheus glaber,34,754,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Alpheus macrocheles,44,379,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Alpheus platydactylus,122,793,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Anamathia rissoana,301,301,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Anapagurus bicorniger,34,119,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Anapagurus laevis,58,786,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Aristaeomorpha foliacea,457,683,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Aristeus antennatus,257,823,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Ascidonia flavomaculata,84,106,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Atelecyclus rotundatus,25,140,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Bathynectes maravigna,81,807,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Calappa granulata,25,723,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Calcinus tubularis,27,75,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Calocarides coronatus,558,780,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Calocaris macandreae,57,798,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Caridion steveni,97,97,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Chlorotocus crassicornis,80,682,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Dardanus arrosor,25,807,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Dardanus calidus,25,58,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Derilambrus angulifrons,25,36,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Dicranodromia mahieuxii,619,619,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Dorhynchus thomsoni,351,799,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Dromia personata,25,109,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Ebalia cranchi,61,186,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Ebalia nux,520,661,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Ebalia tuberosa,71,93,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Ergasticus clouei,252,776,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Ethusa mascarone,25,732,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Euchirograpsus liguricus,621,621,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Eurynome aspera,53,125,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Eusergestes arcticus,168,796,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Funchalia woodwardi,589,725,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Galathea dispersa,43,379,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Galathea intermedia,34,230,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Galathea nexa,46,77,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Gennadas elegans,328,786,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Geryon longipes,62,823,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Goneplax rhomboides,30,786,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Homarus gammarus,38,117,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Homola barbata,44,621,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Hymenopenaeus debilis,758,793,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Inachus aguiarii,56,78,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Inachus communissimus,25,428,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Inachus dorsettensis,27,616,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Inachus leptochirus,58,731,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Inachus parvirostris,57,94,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Inachus thoracicus,40,399,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Latreillia elegans,52,60,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Ligur ensiferus,398,795,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Liocarcinus arcuatus,25,780,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Liocarcinus corrugatus,44,80,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Liocarcinus depurator,25,754,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Liocarcinus maculatus,34,377,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Lissa chiragra,27,256,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Lophogaster typicus,96,731,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Macropipus tuberculatus,55,761,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Macropodia linaresi,43,147,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Macropodia longipes,38,741,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Macropodia rostrata,27,190,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Maja crispata,25,58,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Maja squinado,77,77,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Medorippe lanata,27,648,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Meganyctiphanes norvegica,76,776,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Monodaeus couchii,45,799,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Munida intermedia,117,761,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Munida rutllanti,40,586,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Munida tenuimana,113,823,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Natatolana borealis,50,761,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Nephrops norvegicus,44,823,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Nepinnotheres pinnotheres,46,146,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Paguristes eremita,25,171,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Pagurus alatus,31,807,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Pagurus anachoretus,604,604,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Pagurus bernhardus,351,659,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Pagurus cuanensis,27,382,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Pagurus excavatus,27,694,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Pagurus forbesi,39,87,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Pagurus prideaux,25,793,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Palinurus elephas,33,249,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Palinurus mauritanicus,97,598,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Pandalina brevirostris,422,442,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Pandalina profunda,241,687,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Parapenaeus longirostris,58,741,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Paromola cuvieri,140,823,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Parthenopoides massena,27,119,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Pasiphaea multidentata,283,823,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Pasiphaea sivado,88,799,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Penaeopsis serrata,363,363,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Penaeus kerathurus,80,80,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Periclimenes granulatus,284,444,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Philocheras echinulatus,115,672,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Phronima sedentaria,92,823,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Phrosina semilunata,74,707,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Pilumnus hirtellus,598,598,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Pilumnus spinifer,25,269,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Pilumnus villosissimus,57,186,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Pinnotheres pisum,84,84,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Pisa armata,27,138,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Pisa corallina,60,87,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Pisa nodipes,45,45,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Pisidia longicornis,25,91,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Plesionika acanthonotus,113,823,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Plesionika antigai,98,565,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Plesionika edwardsii,167,665,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Plesionika gigliolii,219,735,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Plesionika heterocarpus,47,719,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Plesionika martia,113,823,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Plesionika narval,66,644,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Polybius henslowi,46,807,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Polycheles typhlops,55,823,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Pontophilus norvegicus,589,798,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Pontophilus spinosus,71,786,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Processa canaliculata,59,793,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Processa nouveli,53,736,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Richardina fredericii,447,582,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Rissoides desmaresti,48,357,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Rissoides pallidus,27,710,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Rochinia carpenteri,134,799,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Scyllarides latus,46,705,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Scyllarus arctus,27,444,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Scyllarus pygmaeus,55,96,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Sergestes henseni,126,723,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Sergia robusta,113,823,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Solenocera membranacea,44,786,spain,1,39,25,800,spr/sum,1
crustacea,malacostraca,Spinolambrus macrochelos,47,452,spain,1,39,25,800,spr/sum,1
